date,time,symbol,strike,option_type,open,high,low,close,volume,ema5,ema25,vwap,signal_fired
2026-06-30,2026-06-30 09:35:00+05:30,NIFTY30JUN2623800PE,23800,PE,36.45,38.4,29.8,35.1,246288.0,30.495524194991148,27.34883641132044,25.762733359264985,
2026-06-30,2026-06-30 09:40:00+05:30,NIFTY30JUN2623800PE,23800,PE,35.0,38.6,31.4,35.2,223510.0,32.06368279666077,27.9527720719881,26.884715522953044,
2026-06-30,2026-06-30 09:45:00+05:30,NIFTY30JUN2623800PE,23800,PE,35.25,40.85,33.5,38.75,269980.0,34.29245519777385,28.783328066450554,28.259816069955203,
2026-06-30,2026-06-30 09:50:00+05:30,NIFTY30JUN2623800PE,23800,PE,38.6,42.05,31.8,34.4,211456.0,34.328303465182564,29.21537975364667,28.968347272712737,
2026-06-30,2026-06-30 09:55:00+05:30,NIFTY30JUN2623800PE,23800,PE,34.35,35.0,25.2,27.9,209049.0,32.18553564345505,29.11419669567385,29.00107952775788,
2026-06-30,2026-06-30 10:00:00+05:30,NIFTY30JUN2623800PE,23800,PE,27.9,28.4,16.65,16.85,240790.0,27.07369042897004,28.170796949852782,28.277532414195463,
2026-06-30,2026-06-30 10:05:00+05:30,NIFTY30JUN2623800PE,23800,PE,16.85,29.45,16.3,28.75,337573.0,27.632460285980024,28.215351030633343,27.90515481615381,
2026-06-30,2026-06-30 10:10:00+05:30,NIFTY30JUN2623800PE,23800,PE,28.75,28.85,18.8,22.15,246721.0,25.80497352398669,27.74878556673848,27.565466262788764,
2026-06-30,2026-06-30 10:15:00+05:30,NIFTY30JUN2623800PE,23800,PE,22.05,24.6,18.85,21.85,172197.0,24.486649015991127,27.29503283083552,27.283489720910204,
2026-06-30,2026-06-30 10:20:00+05:30,NIFTY30JUN2623800PE,23800,PE,21.85,27.2,19.7,20.6,243650.0,23.19109934399409,26.780030305386635,26.975552377389302,
2026-06-30,2026-06-30 10:25:00+05:30,NIFTY30JUN2623800PE,23800,PE,20.65,22.25,17.35,20.3,160127.0,22.227399562662725,26.28156643574151,26.691061169146906,
2026-06-30,2026-06-30 10:30:00+05:30,NIFTY30JUN2623800PE,23800,PE,20.3,22.5,16.4,16.75,186379.0,20.40159970844181,25.548369017607552,26.323791414348506,
2026-06-30,2026-06-30 10:35:00+05:30,NIFTY30JUN2623800PE,23800,PE,16.7,18.75,14.9,18.05,148905.0,19.617733138961214,24.97157140086851,26.00754573959591,
2026-06-30,2026-06-30 10:40:00+05:30,NIFTY30JUN2623800PE,23800,PE,18.05,22.95,17.75,19.0,203209.0,19.41182209264081,24.51221975464786,25.730727179739272,
2026-06-30,2026-06-30 10:45:00+05:30,NIFTY30JUN2623800PE,23800,PE,19.0,21.25,13.25,13.35,188108.0,17.391214728427208,23.653587465828792,25.336891897388032,
2026-06-30,2026-06-30 10:50:00+05:30,NIFTY30JUN2623800PE,23800,PE,13.3,15.25,11.65,14.85,252856.0,16.544143152284803,22.97638842999581,24.75049530883672,
2026-06-30,2026-06-30 10:55:00+05:30,NIFTY30JUN2623800PE,23800,PE,14.85,23.9,13.4,23.15,290374.0,18.74609543485653,22.98974316614998,24.494327926936293,
